procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 95849024  23476 822660    0    0    39  1417 195442    8  5  2 93  0  0  0
 0  0      0 95847816  23476 822676    0    0     0    19  874  527  0  0 100  0  0  0
 0  0      0 95847352  23476 822680    0    0     0     0  623  450  0  0 100  0  0  0
 0  0      0 95846372  23476 822688    0    0     0     0  687  373  0  0 100  0  0  0
 0  0      0 95845900  23476 822852    0    0     0     0  401  254  0  0 100  0  0  0
 0  0      0 95845900  23476 822868    0    0     0     0  214  226  0  0 100  0  0  0
 0  0      0 95845900  23476 822888    0    0     0    11  116  128  0  0 100  0  0  0
 0  0      0 95845900  23476 822908    0    0     0     0  110  120  0  0 100  0  0  0
 0  0      0 95845900  23476 822924    0    0     0     0  131  165  0  0 100  0  0  0
 0  0      0 95843852  23476 822948    0    0     0     0  361  267  0  0 100  0  0  0
 0  0      0 95840832  23476 822984    0    0     0     0 1155  269  0  0 100  0  0  0
12  0      0 95822680  23476 823088    0    0     0     0 780868 188506  9  8 82  0  0  0
13  0      0 95821252  23480 823112    0    0     0    11 1045792 246476 13 13 74  0  0  0
 6  0      0 95820820  23480 823140    0    0     0     0 1047278 247986 12 11 77  0  0  0
 5  0      0 95818800  23480 823160    0    0     0     0 1050938 248283 14 12 73  0  0  0
10  0      0 95820008  23480 823184    0    0     0     0 1051098 246622 11 12 77  0  0  0
14  0      0 95822068  23480 823204    0    0     0     0 1047671 247617 13 11 76  0  0  0
 7  0      0 95820792  23480 823224    0    0     0     5 1046992 248577 11 11 77  0  0  0
 9  0      0 95819516  23480 823240    0    0     0     0 1050932 246986 12 11 76  0  0  0
13  0      0 95823552  23480 823260    0    0     0     0 1051905 247134 13 11 76  0  0  0
12  0      0 95818848  23480 823280    0    0     0     0 1049472 247189 12 11 76  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
12  0      0 95822584  23480 823300    0    0     0     0 1051885 248291 13 12 75  0  0  0
14  0      0 95820604  23480 823320    0    0     0     5 1055353 248002 13 10 77  0  0  0
15  0      0 95821696  23480 823344    0    0     0     0 1049766 248567 12 11 76  0  0  0
 4  0      0 95824348  23480 823364    0    0     0     0 1053454 247363 13 12 75  0  0  0
 9  0      0 95821380  23480 823384    0    0     0     0 1048651 246741 12 12 76  0  0  0
