Linux 6.6.121-0-virt (ip-172-31-0-170) 	03/24/26 	_aarch64_	(48 CPU)

11:19:28      runq-sz  plist-sz   ldavg-1   ldavg-5  ldavg-15   blocked
11:19:29            0       650      4.02      6.41      3.81         0
11:19:30            0       652      3.69      6.30      3.79         0
11:19:31            0       649      3.69      6.30      3.79         0
11:19:32            0       649      3.69      6.30      3.79         0
11:19:33            0       649      3.69      6.30      3.79         0
11:19:34            0       649      3.69      6.30      3.79         0
11:19:35            0       649      3.40      6.20      3.77         0
11:19:36            0       652      3.40      6.20      3.77         0
11:19:37            6       652      3.40      6.20      3.77         0
11:19:38            7       652      3.40      6.20      3.77         0
11:19:39           18       652      3.40      6.20      3.77         0
11:19:40            7       652      3.20      6.11      3.75         0
11:19:41            2       652      3.20      6.11      3.75         0
11:19:42           17       652      3.20      6.11      3.75         0
11:19:43           11       652      3.20      6.11      3.75         0
11:19:44            5       652      3.20      6.11      3.75         0
11:19:45            2       652      3.11      6.04      3.74         0
11:19:46            3       652      3.11      6.04      3.74         0
11:19:47            3       652      3.11      6.04      3.74         0
11:19:48            8       652      3.11      6.04      3.74         0
11:19:49            7       652      3.11      6.04      3.74         0
11:19:50            3       652      4.14      6.21      3.81         0
11:19:51            2       652      4.14      6.21      3.81         0
11:19:52            7       651      4.14      6.21      3.81         0
11:19:53           15       652      4.14      6.21      3.81         0
11:19:54           14       650      4.14      6.21      3.81         0
Average:            5       651      3.53      6.18      3.77         0
