procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 95918964  23728 790640    0    0    36  1349 294541   61  1  3 96  0  0  0
 0  0      0 95918712  23728 790648    0    0     0     0  629  312  0  0 100  0  0  0
 0  0      0 95918712  23728 790652    0    0     0     0  559  371  0  0 100  0  0  0
 0  0      0 95917452  23728 790664    0    0     0     0  670  430  0  0 100  0  0  0
 0  0      0 95917452  23728 790664    0    0     0     0  129  142  0  0 100  0  0  0
 0  0      0 95917452  23728 790664    0    0     0     0  112  141  0  0 100  0  0  0
 0  0      0 95917228  23732 790664    0    0     0     9  322  236  0  0 100  0  0  0
 9  0      0 95874960  23748 790852    0    0     0   589 1106364 1090014  3 18 79  0  0  0
10  0      0 95871068  23748 790852    0    0     0     0 1617226 1625335  4 28 68  0  0  0
16  0      0 95870280  23748 790852    0    0     0     0 1642559 1645266  4 28 68  0  0  0
14  0      0 95868544  23748 790856    0    0     0     0 1622653 1633254  4 28 68  0  0  0
22  0      0 95865216  23748 790856    0    0     0     0 1602024 1609947  4 29 67  0  0  0
10  0      0 95865316  23748 790856    0    0     0    14 1597423 1604751  4 27 69  0  0  0
18  0      0 95863716  23748 790860    0    0     0     0 1566289 1565908  4 30 66  0  0  0
17  0      0 95866556  23748 790860    0    0     0     0 1566560 1567668  4 31 65  0  0  0
14  0      0 95869796  23748 790860    0    0     0     0 1623166 1634116  4 30 66  0  0  0
16  0      0 95869716  23748 790864    0    0     0     0 1581166 1587434  4 28 67  0  0  0
14  0      0 95867696  23748 790864    0    0     0     4 1616064 1627110  5 29 66  0  0  0
 9  0      0 95866732  23748 790864    0    0     0     0 1611493 1619412  4 29 67  0  0  0
14  0      0 95864640  23748 790864    0    0     0     0 1581725 1586800  4 30 66  0  0  0
 8  0      0 95865300  23748 790864    0    0     0     0 1573235 1580319  4 29 67  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
10  0      0 95864808  23748 790864    0    0     0     0 1632435 1638095  4 29 67  0  0  0
17  0      0 95866400  23752 790864    0    0     0     6 1638681 1652579  4 28 68  0  0  0
17  0      0 95866152  23752 790868    0    0     0     0 1658046 1674610  4 28 69  0  0  0
 9  0      0 95864544  23752 790868    0    0     0     0 1571102 1578999  4 30 66  0  0  0
18  0      0 95864868  23752 790872    0    0     0     0 1577871 1581205  4 29 67  0  0  0
