procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 95730252  23348 821928    0    0    44  1578 174492    7  5  2 93  0  0  0
 0  0      0 95728992  23352 821932    0    0     0    18  770  512  0  0 100  0  0  0
 1  0      0 95728488  23352 821940    0    0     0     0  663  373  0  0 100  0  0  0
 0  0      0 95728236  23352 821948    0    0     0     0  785  472  0  0 100  0  0  0
 0  0      0 95727760  23352 822016    0    0     0     0  393  296  0  0 100  0  0  0
 0  0      0 95727760  23352 822016    0    0     0     0  115  128  0  0 100  0  0  0
 0  0      0 95727760  23352 822052    0    0     0     0  122  138  0  0 100  0  0  0
 0  0      0 95727760  23352 822072    0    0     0    11  208  222  0  0 100  0  0  0
 0  0      0 95727760  23352 822088    0    0     0     0  142  191  0  0 100  0  0  0
 0  0      0 95727508  23352 822112    0    0     0     0  234  166  0  0 100  0  0  0
 0  0      0 95724012  23352 822172    0    0     0     0 1093  267  0  0 100  0  0  0
13  0      0 95723304  23352 822304    0    0     0     0 892506 205875  6 10 84  0  0  0
10  0      0 95721644  23352 822324    0    0     0    10 1070119 235849  7 12 81  0  0  0
 2  0      0 95721132  23352 822352    0    0     0     0 1080749 237857  8 12 80  0  0  0
 3  0      0 95719624  23352 822372    0    0     0     0 1083132 238606  7 11 82  0  0  0
15  0      0 95718616  23352 822392    0    0     0     0 1080099 238575  8 11 81  0  0  0
 2  0      0 95718112  23352 822416    0    0     0     0 1085059 237968  8 12 81  0  0  0
11  0      0 95718104  23356 822440    0    0     0     5 1085166 237606  7 13 80  0  0  0
 3  0      0 95717840  23356 822456    0    0     0     0 1085550 239641  7 12 80  0  0  0
 8  0      0 95717580  23356 822480    0    0     0     0 1086933 237559  7 11 82  0  0  0
 1  0      0 95717332  23356 822500    0    0     0     0 1086214 238873  7 11 81  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 6  1      0 95717324  23360 822520    0    0     0     5 1082905 238592  7 11 82  0  0  0
 7  0      0 95718084  23360 822544    0    0     0     0 1084035 239582  7 12 81  0  0  0
 2  0      0 95718336  23360 822568    0    0     0     0 1088224 240018  7 11 82  0  0  0
 3  0      0 95718332  23360 822588    0    0     0     0 1089127 239113  7 12 81  0  0  0
13  0      0 95718332  23360 822612    0    0     0     0 1088091 240041  6 11 83  0  0  0
