procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 95841252  23592 823160    0    0    36  1327 208245    9  5  3 92  0  0  0
 0  0      0 95840536  23600 823168    0    0     0    18  757  449  0  0 100  0  0  0
 0  0      0 95839792  23600 823172    0    0     0     0  605  401  0  0 100  0  0  0
 0  0      0 95839316  23600 823184    0    0     0     0  792  449  0  0 100  0  0  0
 0  0      0 95839344  23600 823348    0    0     0     0  362  249  0  0 100  0  0  0
 0  0      0 95839344  23600 823364    0    0     0     0  138  132  0  0 100  0  0  0
 0  0      0 95839344  23600 823384    0    0     0    11  213  327  0  0 100  0  0  0
 0  0      0 95839344  23600 823404    0    0     0     0  205  219  0  0 100  0  0  0
 0  0      0 95839344  23600 823420    0    0     0     0  113  131  0  0 100  0  0  0
 0  0      0 95839092  23600 823440    0    0     0     0  238  170  0  0 100  0  0  0
 0  0      0 95835088  23600 823464    0    0     0     0 1048  261  0  0 100  0  0  0
38  0      0 95825340  23600 823576    0    0     0    11 942043 179171 30 18 52  0  0  0
31  0      0 95828552  23600 823596    0    0     0     0 1191699 225678 40 23 37  0  0  0
30  0      0 95826788  23600 823620    0    0     0     0 1202522 226584 40 23 37  0  0  0
30  0      0 95822336  23600 823640    0    0     0     0 1206640 227557 40 24 36  0  0  0
30  0      0 95825388  23600 823660    0    0     0     0 1198579 227350 40 23 37  0  0  0
27  0      0 95820232  23600 823684    0    0     0     0 1198728 227857 39 24 36  0  0  0
28  0      0 95815732  23604 823704    0    0     0     5 1206073 227632 39 24 37  0  0  0
29  0      0 95820328  23604 823720    0    0     0     0 1212568 228341 40 23 37  0  0  0
25  0      0 95817716  23604 823740    0    0     0     0 1203970 228568 39 23 38  0  0  0
33  0      0 95827520  23604 823760    0    0     0     0 1205601 227399 39 23 38  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
22  1      0 95823284  23604 823780    0    0     0     5 1194068 226390 41 22 37  0  0  0
30  0      0 95820768  23604 823796    0    0     0     0 1209303 227861 40 24 37  0  0  0
29  0      0 95825588  23604 823820    0    0     0     0 1202969 227609 40 24 36  0  0  0
28  0      0 95822300  23604 823844    0    0     0     0 1211770 229332 40 23 37  0  0  0
32  0      0 95820760  23604 823860    0    0     0     0 1209342 228658 39 24 37  0  0  0
