procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 95916548  23772 790712    0    0    35  1306 303041   62  1  4 96  0  0  0
 0  0      0 95916548  23772 790720    0    0     0     0  663  348  0  0 100  0  0  0
 0  0      0 95916548  23772 790724    0    0     0     0  580  379  0  0 100  0  0  0
 0  0      0 95916044  23772 790732    0    0     0     0  583  335  0  0 100  0  0  0
 0  0      0 95916044  23772 790732    0    0     0     0  221  223  0  0 100  0  0  0
 0  0      0 95916044  23772 790732    0    0     0     0  105  128  0  0 100  0  0  0
 0  0      0 95916044  23772 790732    0    0     0     9  337  243  0  0 100  0  0  0
16  0      0 95874428  23792 790916    0    0     0   606 1117916 1075966  3 21 76  0  0  0
11  0      0 95873644  23792 790916    0    0     0     0 1633249 1610002  4 28 68  0  0  0
12  0      0 95871080  23792 790916    0    0     0     0 1609698 1583554  4 29 67  0  0  0
20  0      0 95871140  23792 790920    0    0     0     0 1606999 1577713  4 30 66  0  0  0
11  0      0 95871288  23792 790920    0    0     0     0 1592908 1564545  4 29 67  0  0  0
17  0      0 95869204  23792 790920    0    0     0    14 1610461 1583943  4 29 68  0  0  0
12  0      0 95866840  23792 790924    0    0     0     0 1606534 1585163  4 30 66  0  0  0
20  0      0 95866648  23792 790924    0    0     0     0 1561516 1528921  4 31 65  0  0  0
17  0      0 95867084  23792 790924    0    0     0     0 1627427 1606425  4 28 67  0  0  0
17  0      0 95865312  23792 790928    0    0     0     0 1579192 1551034  4 30 66  0  0  0
 6  0      0 95864076  23792 790928    0    0     0     4 1619283 1597008  4 28 69  0  0  0
13  0      0 95863144  23792 790928    0    0     0     0 1583159 1559191  4 30 66  0  0  0
14  0      0 95862880  23792 790928    0    0     0     0 1608454 1582887  4 29 67  0  0  0
10  0      0 95862280  23792 790928    0    0     0     0 1582303 1553945  4 29 66  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
15  0      0 95863044  23792 790928    0    0     0     0 1564901 1532219  4 31 66  0  0  0
16  0      0 95862328  23792 790928    0    0     0     7 1585905 1556896  4 28 67  0  0  0
16  0      0 95863056  23792 790932    0    0     0     0 1535846 1493616  4 31 66  0  0  0
17  0      0 95862716  23792 790932    0    0     0     0 1572973 1537281  5 29 66  0  0  0
18  0      0 95862736  23792 790936    0    0     0     0 1583819 1553366  4 30 66  0  0  0
