Linux 6.6.121-0-virt (ip-172-31-0-170) 	03/24/26 	_aarch64_	(48 CPU)

11:21:35      runq-sz  plist-sz   ldavg-1   ldavg-5  ldavg-15   blocked
11:21:36            0       654      2.28      5.03      3.64         0
11:21:37            0       656      2.28      5.03      3.64         0
11:21:38            1       653      2.28      5.03      3.64         0
11:21:39            0       653      2.28      5.03      3.64         0
11:21:40            0       653      2.28      5.03      3.64         0
11:21:41            0       653      2.10      4.95      3.62         0
11:21:42            0       653      2.10      4.95      3.62         0
11:21:43            0       655      2.10      4.95      3.62         0
11:21:44           11       656      2.10      4.95      3.62         0
11:21:45           10       656      2.10      4.95      3.62         0
11:21:46           23       656      3.05      5.10      3.68         0
11:21:47           19       656      3.05      5.10      3.68         0
11:21:48           16       656      3.05      5.10      3.68         0
11:21:49            2       656      3.05      5.10      3.68         0
11:21:50            9       656      3.05      5.10      3.68         0
11:21:51           13       656      3.77      5.21      3.72         0
11:21:52            5       656      3.77      5.21      3.72         0
11:21:53           15       656      3.77      5.21      3.72         0
11:21:54           11       656      3.77      5.21      3.72         0
11:21:55           21       656      3.77      5.21      3.72         0
11:21:56            8       656      3.79      5.19      3.73         0
11:21:57            3       656      3.79      5.19      3.73         0
11:21:58            2       656      3.79      5.19      3.73         0
11:21:59           19       655      3.79      5.19      3.73         0
11:22:00           15       656      3.79      5.19      3.73         1
11:22:01            8       654      4.20      5.26      3.76         0
Average:            8       655      3.04      5.10      3.68         0
