Linux 6.6.121-0-virt (ip-172-31-0-170) 	03/24/26 	_aarch64_	(48 CPU)

11:19:28        CPU     %user     %nice   %system   %iowait    %steal     %idle
11:19:29        all      0.10      0.00      0.00      0.00      0.00     99.90
11:19:30        all      0.02      0.00      0.00      0.00      0.00     99.98
11:19:31        all      0.02      0.00      0.02      0.00      0.00     99.96
11:19:32        all      0.00      0.00      0.00      0.00      0.00    100.00
11:19:33        all      0.00      0.00      0.00      0.00      0.00    100.00
11:19:34        all      0.00      0.00      0.00      0.00      0.00    100.00
11:19:35        all      0.00      0.00      0.00      0.00      0.00    100.00
11:19:36        all      0.00      0.00      0.00      0.00      0.00    100.00
11:19:37        all      0.02      0.00      0.02      0.00      0.00     99.96
11:19:38        all      4.31      0.00      7.45      0.00      0.00     88.24
11:19:39        all      6.88      0.00     11.61      0.00      0.00     81.50
11:19:40        all      6.96      0.00     11.51      0.00      0.00     81.53
11:19:41        all      7.20      0.00     12.25      0.00      0.00     80.55
11:19:42        all      7.24      0.00     11.76      0.00      0.00     80.99
11:19:43        all      6.32      0.00     12.02      0.00      0.00     81.66
11:19:44        all      8.13      0.00     12.77      0.00      0.00     79.10
11:19:45        all      6.83      0.00     12.39      0.00      0.00     80.77
11:19:46        all      7.15      0.00     12.59      0.00      0.00     80.26
11:19:47        all      7.51      0.00     12.26      0.00      0.00     80.23
11:19:48        all      8.04      0.00     13.06      0.00      0.00     78.91
11:19:49        all      7.52      0.00     13.06      0.00      0.00     79.42
11:19:50        all      7.81      0.00     12.12      0.00      0.00     80.07
11:19:51        all      6.66      0.00     13.16      0.00      0.00     80.18
11:19:52        all      6.61      0.00     11.51      0.00      0.00     81.88
11:19:53        all      7.04      0.00     12.62      0.00      0.00     80.34
11:19:54        all      8.19      0.00     11.93      0.00      0.00     79.88
Average:        all      4.59      0.00      7.77      0.00      0.00     87.65
