procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 95844444  23396 822148    0    0    42  1520 182051    8  5  2 93  0  0  0
 0  0      0 95845780  23400 822152    0    0     0    18  735  437  0  0 100  0  0  0
 0  0      0 95845568  23400 822160    0    0     0     0  647  458  0  0 100  0  0  0
 0  0      0 95845580  23400 822164    0    0     0     0  757  457  0  0 100  0  0  0
 0  0      0 95844884  23400 822332    0    0     0     0  341  247  0  0 100  0  0  0
 0  0      0 95844884  23400 822348    0    0     0     0  152  224  0  0 100  0  0  0
 0  0      0 95844884  23404 822364    0    0     0    11  115  130  0  0 100  0  0  0
 0  0      0 95844884  23404 822388    0    0     0     0  198  209  0  0 100  0  0  0
 0  0      0 95844884  23404 822404    0    0     0     0  120  151  0  0 100  0  0  0
 0  0      0 95844884  23404 822424    0    0     0     0  250  157  0  0 100  0  0  0
 0  0      0 95841644  23404 822448    0    0     0     0 1039  259  0  0 100  0  0  0
 3  0      0 95839040  23404 822576    0    0     0    10 1001641 222529  7 11 82  0  0  0
 5  0      0 95837280  23404 822596    0    0     0     0 1070893 232143  7 12 81  0  0  0
 6  0      0 95836520  23404 822620    0    0     0     0 1075777 232428  7 12 81  0  0  0
 7  0      0 95835512  23404 822640    0    0     0     0 1074917 232572  7 11 81  0  0  0
 3  0      0 95835504  23404 822644    0    0     0     0 1073538 234234  7 12 81  0  0  0
14  0      0 95835004  23404 822680    0    0     0     0 1076352 234718  7 12 81  0  0  0
 6  0      0 95834748  23404 822700    0    0     0     5 1080224 234873  7 12 80  0  0  0
 7  0      0 95833992  23404 822716    0    0     0     0 1087156 238824  7 13 80  0  0  0
 3  0      0 95833488  23404 822716    0    0     0     0 1088538 239556  8 13 79  0  0  0
11  0      0 95832484  23404 822756    0    0     0     0 1084853 238324  6 12 81  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 7  0      0 95832736  23404 822776    0    0     0     0 1085613 237536  9 13 78  0  0  0
 3  0      0 95831972  23408 822788    0    0     0     5 1082815 236586  7 13 80  0  0  0
 7  0      0 95831468  23408 822816    0    0     0     0 1082676 236833  8 12 80  0  0  0
 9  0      0 95830708  23408 822836    0    0     0     0 1085867 237216  6 13 81  0  0  0
16  0      0 95829700  23408 822856    0    0     0     0 1084496 237583  7 12 82  0  0  0
