procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 95730244  23536 822944    0    0    38  1370 201190    9  5  2 93  0  0  0
 0  0      0 95729488  23536 822952    0    0     0    20  758  479  0  0 100  0  0  0
 0  0      0 95729284  23536 822956    0    0     0     0  668  445  0  0 100  0  0  0
 0  0      0 95729036  23536 822968    0    0     0     0  731  366  0  0 100  0  0  0
 0  0      0 95728576  23536 823036    0    0     0     0  405  259  0  0 100  0  0  0
 0  0      0 95728832  23536 823052    0    0     0     0  129  130  0  0 100  0  0  0
 0  0      0 95728832  23540 823072    0    0     0    11  268  328  0  0 100  0  0  0
 0  0      0 95728832  23540 823092    0    0     0     0  123  132  0  0 100  0  0  0
 0  0      0 95728832  23540 823108    0    0     0     0  129  162  0  0 100  0  0  0
 0  0      0 95728832  23540 823128    0    0     0     0  124  150  0  0 100  0  0  0
 0  0      0 95725340  23540 823152    0    0     0     0 1339  400  0  0 100  0  0  0
24  0      0 95717596  23540 823168    0    0     0     0 636417 121671 20 12 68  0  0  0
31  0      0 95713636  23540 823240    0    0     0    11 1192910 224934 39 23 38  0  0  0
33  0      0 95706464  23540 823260    0    0     0     0 1191002 225260 38 24 38  0  0  0
35  0      0 95712644  23540 823304    0    0     0     0 1202861 228528 38 24 38  0  0  0
20  0      0 95716572  23540 823304    0    0     0     0 1201790 228042 38 24 37  0  0  0
29  0      0 95712260  23540 823344    0    0     0     0 1208448 229263 39 23 38  0  0  0
36  0      0 95715156  23540 823344    0    0     0     5 1213913 229732 38 24 38  0  0  0
31  0      0 95708776  23540 823380    0    0     0     0 1208985 228865 39 23 38  0  0  0
33  0      0 95715916  23540 823400    0    0     0     0 1207156 229398 40 24 36  0  0  0
25  0      0 95716252  23540 823400    0    0     0     0 1207275 228076 38 24 37  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
31  0      0 95711000  23540 823444    0    0     0     0 1204821 227656 38 23 39  0  0  0
36  0      0 95706320  23540 823444    0    0     0     5 1199424 227049 38 24 38  0  0  0
25  0      0 95702360  23540 823488    0    0     0     0 1210243 229656 39 24 37  0  0  0
22  0      0 95704520  23540 823508    0    0     0     0 1210246 229763 38 24 38  0  0  0
33  0      0 95705192  23540 823512    0    0     0     0 1206080 229164 40 24 37  0  0  0
