Linux 6.6.121-0-virt (ip-172-31-0-170) 	03/24/26 	_aarch64_	(48 CPU)

11:10:52      runq-sz  plist-sz   ldavg-1   ldavg-5  ldavg-15   blocked
11:10:53            0       640      7.24      3.44      1.36         0
11:10:54            0       641      6.66      3.38      1.35         0
11:10:55            0       639      6.66      3.38      1.35         0
11:10:56            0       639      6.66      3.38      1.35         0
11:10:57            0       639      6.66      3.38      1.35         0
11:10:58            0       639      6.66      3.38      1.35         0
11:10:59            0       639      6.12      3.33      1.35         0
11:11:00            1       641      6.12      3.33      1.35         0
11:11:01            0       642      6.12      3.33      1.35         0
11:11:02           28       642      6.12      3.33      1.35         0
11:11:03           30       642      6.12      3.33      1.35         0
11:11:04           29       642      7.72      3.70      1.48         0
11:11:05           29       642      7.72      3.70      1.48         0
11:11:06           34       642      7.72      3.70      1.48         0
11:11:07           20       642      7.72      3.70      1.48         0
11:11:08           22       642      7.72      3.70      1.48         0
11:11:09           16       642      9.58      4.16      1.64         0
11:11:10           27       642      9.58      4.16      1.64         0
11:11:11           29       642      9.58      4.16      1.64         0
11:11:12           14       642      9.58      4.16      1.64         0
11:11:13           34       642      9.58      4.16      1.64         0
11:11:14           38       642     10.74      4.49      1.76         0
11:11:15           33       642     10.74      4.49      1.76         0
11:11:16           30       641     10.74      4.49      1.76         0
11:11:17           34       641     10.74      4.49      1.76         0
11:11:18           34       639     10.74      4.49      1.76         0
Average:           19       641      8.13      3.80      1.51         0
