Linux 6.6.121-0-virt (ip-172-31-0-170) 	03/24/26 	_aarch64_	(48 CPU)

11:17:11      runq-sz  plist-sz   ldavg-1   ldavg-5  ldavg-15   blocked
11:17:12            0       643      7.92      6.21      3.24         0
11:17:13            0       644      7.92      6.21      3.24         0
11:17:14            0       643      7.28      6.11      3.22         0
11:17:15            0       642      7.28      6.11      3.22         0
11:17:16            0       642      7.28      6.11      3.22         0
11:17:17            0       642      7.28      6.11      3.22         0
11:17:18            0       642      7.28      6.11      3.22         0
11:17:19            0       644      6.70      6.00      3.21         0
11:17:20           48       645      6.70      6.00      3.21         0
11:17:21           48       645      6.70      6.00      3.21         0
11:17:22           48       645      6.70      6.00      3.21         0
11:17:23           43       645      6.70      6.00      3.21         0
11:17:24           48       645     10.01      6.70      3.45         0
11:17:25           48       645     10.01      6.70      3.45         0
11:17:26           48       645     10.01      6.70      3.45         0
11:17:27           48       645     10.01      6.70      3.45         0
11:17:28           48       645     10.01      6.70      3.45         0
11:17:29           48       645     13.05      7.39      3.69         0
11:17:30           48       645     13.05      7.39      3.69         0
11:17:31           48       645     13.05      7.39      3.69         0
11:17:32           45       645     13.05      7.39      3.69         0
11:17:33           44       645     13.05      7.39      3.69         0
11:17:34           48       645     15.45      7.98      3.90         0
11:17:35           48       644     15.45      7.98      3.90         0
11:17:36           48       645     15.45      7.98      3.90         0
11:17:37           48       643     15.45      7.98      3.90         0
Average:           33       644     10.11      6.74      3.46         0
