procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 95929872  23292 789308    0    0    50  1849 208324   43  0  3 97  0  0  0
 0  0      0 95929620  23292 789316    0    0     0     0  700  353  0  0 100  0  0  0
 0  0      0 95929620  23292 789320    0    0     0     0  561  367  0  0 100  0  0  0
 0  0      0 95928612  23292 789328    0    0     0     0  669  403  0  0 100  0  0  0
 0  0      0 95928612  23292 789328    0    0     0     0  104  127  0  0 100  0  0  0
 0  0      0 95928612  23292 789328    0    0     0     0  103  118  0  0 100  0  0  0
 0  0      0 95928388  23300 789328    0    0     0    65  333  234  0  0 100  0  0  0
 5  0      0 95878816  23332 789468    0    0     0   572 1223944 1208114  2 12 85  0  0  0
 6  0      0 95881352  23332 789468    0    0     0     0 1680470 1667146  3 16 81  0  0  0
14  0      0 95874632  23332 789468    0    0     0     0 1671431 1662396  3 16 80  0  0  0
 4  0      0 95881520  23332 789468    0    0     0     0 1664381 1651262  3 17 79  0  0  0
 6  0      0 95878968  23332 789472    0    0     0     0 1661558 1648218  3 17 80  0  0  0
 7  0      0 95879504  23336 789476    0    0     0    15 1672576 1656316  4 16 80  0  0  0
 9  0      0 95877388  23336 789480    0    0     0     0 1641233 1627516  3 17 80  0  0  0
14  0      0 95882816  23336 789480    0    0     0     0 1689440 1686129  3 15 82  0  0  0
 4  0      0 95874052  23336 789480    0    0     0     0 1647138 1634478  3 17 80  0  0  0
 7  0      0 95882304  23336 789480    0    0     0     0 1656394 1645954  4 16 81  0  0  0
 1  0      0 95876984  23336 789484    0    0     0     4 1667621 1658838  3 17 79  0  0  0
14  0      0 95876504  23336 789484    0    0     0     0 1614754 1598353  3 18 79  0  0  0
 5  0      0 95875804  23336 789484    0    0     0     0 1648095 1637147  3 16 81  0  0  0
11  0      0 95875552  23336 789484    0    0     0     0 1646567 1630497  3 17 80  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 4  0      0 95874596  23336 789484    0    0     0     0 1619474 1599148  3 18 79  0  0  0
 4  0      0 95871348  23340 789484    0    0     0     4 1623766 1608573  4 18 78  0  0  0
 3  0      0 95878816  23340 789488    0    0     0     0 1624537 1608537  3 17 80  0  0  0
11  0      0 95873956  23340 789488    0    0     0     0 1656901 1652830  3 15 82  0  0  0
11  0      0 95882704  23340 789492    0    0     0     0 1648936 1635130  4 18 78  0  0  0
