Linux 6.6.121-0-virt (ip-172-31-2-125) 	03/24/26 	_aarch64_	(48 CPU)

11:14:05      runq-sz  plist-sz   ldavg-1   ldavg-5  ldavg-15   blocked
11:14:06            0       571      3.16      3.30      1.66         0
11:14:07            0       569      3.16      3.30      1.66         0
11:14:08            0       569      3.16      3.30      1.66         0
11:14:09            0       569      3.16      3.30      1.66         0
11:14:10            4       642      2.99      3.26      1.66         0
11:14:11           14       642      2.99      3.26      1.66         0
11:14:12            4       642      2.99      3.26      1.66         0
11:14:13           12       642      2.99      3.26      1.66         0
11:14:14            9       642      2.99      3.26      1.66         0
11:14:15            6       642      3.15      3.29      1.68         0
11:14:16            8       642      3.15      3.29      1.68         0
11:14:17            6       642      3.15      3.29      1.68         0
11:14:18            6       641      3.15      3.29      1.68         0
11:14:19            8       641      3.15      3.29      1.68         0
11:14:20           13       641      3.86      3.43      1.73         0
11:14:21           17       641      3.86      3.43      1.73         0
11:14:22            9       641      3.86      3.43      1.73         0
11:14:23           11       641      3.86      3.43      1.73         0
11:14:24            3       641      3.86      3.43      1.73         0
11:14:25            9       641      5.23      3.73      1.84         0
11:14:26           15       641      5.23      3.73      1.84         0
11:14:27            5       641      5.23      3.73      1.84         0
11:14:28            8       641      5.23      3.73      1.84         0
11:14:29           10       640      5.23      3.73      1.84         0
11:14:30            8       640      5.69      3.85      1.88         0
11:14:31           11       638      5.69      3.85      1.88         0
Average:            8       630      3.85      3.44      1.73         0
