procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 95921528  23476 789584    0    0    44  1627 253025   52  1  3 96  0  0  0
 0  0      0 95921052  23476 789596    0    0     0     0  795  405  0  0 100  0  0  0
 0  0      0 95921052  23476 789600    0    0     0     0  683  482  0  0 100  0  0  0
 0  0      0 95920056  23476 789608    0    0     0     0  573  311  0  0 100  0  0  0
 0  0      0 95920056  23476 789608    0    0     0     0  104  124  0  0 100  0  0  0
 0  0      0 95920056  23480 789608    0    0     0     9  100  122  0  0 100  0  0  0
 0  0      0 95919804  23480 789608    0    0     0    56  432  316  0  0 100  0  0  0
 3  0      0 95879652  23512 789892    0    0     0   580 693913 653050  1  6 93  0  0  0
 6  0      0 95879136  23512 789900    0    0     0     0 853553 803896  1  6 92  0  0  0
 1  0      0 95875772  23512 789904    0    0     0     0 864869 816234  1  7 92  0  0  0
 1  0      0 95873676  23512 789904    0    0     0     0 873031 826036  2  6 92  0  0  0
 7  0      0 95878192  23512 789904    0    0     0     0 858560 813967  1  7 92  0  0  0
 6  0      0 95874708  23512 789904    0    0     0    14 869962 827345  2  7 91  0  0  0
 4  0      0 95875484  23512 789904    0    0     0     0 841886 800262  2  7 91  0  0  0
 6  0      0 95873956  23512 789908    0    0     0     0 854755 812882  2  8 90  0  0  0
 4  0      0 95876192  23512 789908    0    0     0     0 854904 812088  2  7 91  0  0  0
 4  0      0 95873800  23512 789912    0    0     0     0 862206 821947  2  8 90  0  0  0
 0  0      0 95883076  23512 789912    0    0     0     4 861089 821718  2  8 90  0  0  0
 4  0      0 95878292  23512 789912    0    0     0     0 860362 820238  2  8 91  0  0  0
 6  0      0 95870272  23512 789912    0    0     0     0 847794 807703  2  8 90  0  0  0
 6  0      0 95880408  23512 789912    0    0     0     0 830834 787987  2  8 90  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 3  0      0 95883720  23512 789912    0    0     0     0 841213 797550  1  7 91  0  0  0
 3  0      0 95874740  23512 789912    0    0     0     4 830758 789265  2  8 90  0  0  0
 4  0      0 95881600  23512 789916    0    0     0     0 864777 822932  2  8 90  0  0  0
 3  0      0 95875428  23512 789916    0    0     0     0 864808 824679  2  8 91  0  0  0
 5  0      0 95880072  23512 789916    0    0     0     0 865192 823940  2  9 89  0  0  0
