Linux 6.6.121-0-virt (ip-172-31-2-125) 	03/24/26 	_aarch64_	(48 CPU)

11:15:09      runq-sz  plist-sz   ldavg-1   ldavg-5  ldavg-15   blocked
11:15:10            0       570      3.17      3.42      1.81         0
11:15:11            0       568      2.92      3.36      1.80         0
11:15:12            0       568      2.92      3.36      1.80         0
11:15:13            0       568      2.92      3.36      1.80         0
11:15:14            9       642      2.92      3.36      1.80         0
11:15:15            7       642      2.92      3.36      1.80         0
11:15:16            9       642      3.33      3.44      1.84         0
11:15:17           13       642      3.33      3.44      1.84         0
11:15:18            8       642      3.33      3.44      1.84         0
11:15:19            6       642      3.33      3.44      1.84         0
11:15:20            7       642      3.33      3.44      1.84         0
11:15:21           10       642      3.54      3.48      1.86         0
11:15:22            7       642      3.54      3.48      1.86         0
11:15:23           11       642      3.54      3.48      1.86         0
11:15:24           10       642      3.54      3.48      1.86         0
11:15:25            0       642      3.54      3.48      1.86         0
11:15:26           13       642      3.66      3.51      1.88         0
11:15:27            4       642      3.66      3.51      1.88         0
11:15:28            6       642      3.66      3.51      1.88         0
11:15:29           13       642      3.66      3.51      1.88         0
11:15:30            6       642      3.66      3.51      1.88         0
11:15:31           10       642      4.09      3.60      1.91         0
11:15:32            5       642      4.09      3.60      1.91         0
11:15:33            9       641      4.09      3.60      1.91         0
11:15:34           13       641      4.09      3.60      1.91         0
11:15:35            8       639      4.09      3.60      1.91         0
Average:            7       630      3.50      3.48      1.86         0
