Linux 6.6.121-0-virt (ip-172-31-0-170) 	03/24/26 	_aarch64_	(48 CPU)

11:15:04        CPU     %user     %nice   %system   %iowait    %steal     %idle
11:15:05        all      0.04      0.00      0.04      0.00      0.00     99.92
11:15:06        all      0.02      0.00      0.00      0.00      0.00     99.98
11:15:07        all      0.02      0.00      0.02      0.00      0.00     99.96
11:15:08        all      0.00      0.00      0.00      0.00      0.00    100.00
11:15:09        all      0.00      0.00      0.00      0.00      0.00    100.00
11:15:10        all      0.00      0.00      0.00      0.00      0.00    100.00
11:15:11        all      0.00      0.00      0.00      0.00      0.00    100.00
11:15:12        all      0.00      0.00      0.00      0.00      0.00    100.00
11:15:13        all      0.04      0.00      0.02      0.00      0.00     99.94
11:15:14        all     15.07      0.00      5.45      0.00      0.00     79.48
11:15:15        all     35.97      0.00     12.21      0.00      0.00     51.81
11:15:16        all     34.57      0.00     13.39      0.00      0.00     52.04
11:15:17        all     35.31      0.00     13.81      0.00      0.00     50.88
11:15:18        all     35.35      0.00     13.62      0.00      0.00     51.03
11:15:19        all     35.75      0.00     13.18      0.00      0.00     51.07
11:15:20        all     35.82      0.00     12.16      0.00      0.00     52.03
11:15:21        all     35.57      0.00     13.53      0.00      0.00     50.90
11:15:22        all     35.66      0.00     13.39      0.00      0.00     50.95
11:15:23        all     36.34      0.00     13.34      0.00      0.00     50.31
11:15:24        all     35.83      0.00     12.92      0.00      0.00     51.25
11:15:25        all     36.05      0.00     12.85      0.00      0.00     51.11
11:15:26        all     35.82      0.00     11.84      0.00      0.00     52.34
11:15:27        all     35.90      0.00     12.36      0.00      0.00     51.74
11:15:28        all     36.75      0.00     12.77      0.00      0.00     50.47
11:15:29        all     36.63      0.00     12.86      0.00      0.00     50.51
11:15:30        all     36.82      0.00     12.55      0.00      0.00     50.63
Average:        all     22.48      0.00      8.10      0.00      0.00     69.43
