procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 95735164  22904 819592    0    0    60  2171 103644    5  1  1 97  0  0  0
 0  0      0 95739132  22904 819600    0    0     0    16  736  471  0  0 100  0  0  0
 0  0      0 95743564  22904 819604    0    0     0     0  555  339  0  0 100  0  0  0
 0  0      0 95743316  22904 819616    0    0     0     0  679  347  0  0 100  0  0  0
 0  0      0 95742352  22904 819780    0    0     0     0  480  456  0  0 100  0  0  0
 0  0      0 95742360  22904 819780    0    0     0     0  108  128  0  0 100  0  0  0
 0  0      0 95742360  22904 819816    0    0     0    10  144  186  0  0 100  0  0  0
 0  0      0 95742360  22904 819836    0    0     0     0  111  133  0  0 100  0  0  0
 0  0      0 95742360  22904 819852    0    0     0     0  197  227  0  0 100  0  0  0
 0  0      0 95742864  22904 819872    0    0     0     0  195  143  0  0 100  0  0  0
 0  0      0 95745136  22904 819896    0    0     0     0 1137  279  0  0 100  0  0  0
34  0      0 95738960  22904 820048    0    0     0    11 722911 154651 23 13 63  0  0  0
19  0      0 95733848  22904 820068    0    0     0     0 1229255 257565 40 25 35  0  0  0
14  0      0 95729184  22904 820092    0    0     0     0 1230725 259315 40 24 36  0  0  0
29  0      0 95743392  22904 820112    0    0     0     0 1231138 258851 40 24 36  0  0  0
33  0      0 95727000  22904 820132    0    0     0     0 1234647 256844 38 25 37  0  0  0
21  0      0 95729664  22904 820156    0    0     0     0 1236845 258330 40 24 36  0  0  0
37  0      0 95730300  22904 820180    0    0     0     5 1242720 259193 39 24 37  0  0  0
37  0      0 95731132  22904 820180    0    0     0     0 1232579 258218 41 24 36  0  0  0
35  0      0 95722108  22904 820216    0    0     0     0 1231792 256599 40 24 36  0  0  0
34  0      0 95730624  22904 820236    0    0     0     0 1241754 260089 40 24 36  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
34  0      0 95717124  22904 820260    0    0     0     0 1243877 258959 40 23 36  0  0  0
27  0      0 95724676  22908 820276    0    0     0     5 1228033 256037 39 24 37  0  0  0
34  0      0 95728344  22908 820300    0    0     0     0 1237395 259216 40 23 36  0  0  0
24  0      0 95729844  22908 820320    0    0     0     0 1244365 259737 40 24 36  0  0  0
30  0      0 95723732  22908 820340    0    0     0     0 1236526 257719 39 24 36  0  0  0
