Linux 6.6.121-0-virt (ip-172-31-2-125) 	03/24/26 	_aarch64_	(48 CPU)

11:14:05        CPU     %user     %nice   %system   %iowait    %steal     %idle
11:14:06        all      0.08      0.00      0.02      0.00      0.00     99.90
11:14:07        all      0.02      0.00      0.06      0.00      0.00     99.92
11:14:08        all      0.00      0.00      0.00      0.00      0.00    100.00
11:14:09        all      0.00      0.00      0.00      0.00      0.00    100.00
11:14:10        all      0.04      0.00      0.00      0.00      0.00     99.96
11:14:11        all      1.32      0.00      7.38      0.11      0.00     91.20
11:14:12        all      3.47      0.00     16.25      0.00      0.00     80.28
11:14:13        all      3.01      0.00     17.65      0.00      0.00     79.34
11:14:14        all      3.26      0.00     15.35      0.00      0.00     81.39
11:14:15        all      3.25      0.00     17.46      0.00      0.00     79.29
11:14:16        all      3.74      0.00     15.86      0.00      0.00     80.39
11:14:17        all      3.60      0.00     16.53      0.00      0.00     79.86
11:14:18        all      2.53      0.00     15.82      0.00      0.00     81.65
11:14:19        all      3.09      0.00     16.10      0.00      0.00     80.81
11:14:20        all      3.27      0.00     15.88      0.00      0.00     80.85
11:14:21        all      3.37      0.00     16.45      0.00      0.00     80.18
11:14:22        all      3.41      0.00     18.91      0.00      0.00     77.68
11:14:23        all      2.69      0.00     16.94      0.00      0.00     80.37
11:14:24        all      3.46      0.00     15.48      0.00      0.00     81.06
11:14:25        all      3.52      0.00     16.93      0.00      0.00     79.55
11:14:26        all      3.54      0.00     19.05      0.00      0.00     77.41
11:14:27        all      3.66      0.00     16.78      0.00      0.00     79.56
11:14:28        all      2.75      0.00     15.81      0.00      0.00     81.44
11:14:29        all      3.76      0.00     17.75      0.00      0.00     78.49
11:14:30        all      3.93      0.00     17.63      0.00      0.00     78.44
11:14:31        all      3.92      0.00     17.66      0.00      0.00     78.42
Average:        all      2.61      0.00     13.05      0.00      0.00     84.33
