Linux 6.6.121-0-virt (ip-172-31-2-125) 	03/24/26 	_aarch64_	(48 CPU)

11:08:49        CPU     %user     %nice   %system   %iowait    %steal     %idle
11:08:50        all      0.04      0.00      0.02      0.00      0.00     99.94
11:08:51        all      0.08      0.00      0.02      0.00      0.00     99.90
11:08:52        all      0.00      0.00      0.00      0.00      0.00    100.00
11:08:53        all      0.00      0.00      0.00      0.00      0.00    100.00
11:08:54        all      0.04      0.00      0.00      0.02      0.00     99.94
11:08:55        all      1.57      0.00      8.17      0.11      0.00     90.16
11:08:56        all      3.63      0.00     18.10      0.00      0.00     78.27
11:08:57        all      3.32      0.00     16.42      0.00      0.00     80.26
11:08:58        all      3.66      0.00     19.21      0.00      0.00     77.14
11:08:59        all      4.21      0.00     18.26      0.00      0.00     77.53
11:09:00        all      3.81      0.00     19.40      0.02      0.00     76.77
11:09:01        all      3.90      0.00     19.20      0.00      0.00     76.90
11:09:02        all      3.53      0.00     18.38      0.00      0.00     78.08
11:09:03        all      3.70      0.00     18.81      0.00      0.00     77.49
11:09:04        all      3.56      0.00     21.06      0.00      0.00     75.37
11:09:05        all      3.81      0.00     21.03      0.00      0.00     75.17
11:09:06        all      3.70      0.00     18.22      0.00      0.00     78.07
11:09:07        all      3.59      0.00     17.87      0.00      0.00     78.54
11:09:08        all      3.35      0.00     17.43      0.00      0.00     79.21
11:09:09        all      3.97      0.00     18.60      0.00      0.00     77.43
11:09:10        all      3.32      0.00     20.98      0.00      0.00     75.69
11:09:11        all      3.82      0.00     17.53      0.00      0.00     78.65
11:09:12        all      3.16      0.00     20.85      0.00      0.00     75.99
11:09:13        all      3.47      0.00     18.39      0.00      0.00     78.14
11:09:14        all      3.67      0.00     19.53      0.00      0.00     76.81
11:09:15        all      3.47      0.00     19.16      0.00      0.00     77.37
Average:        all      2.82      0.00     14.68      0.01      0.00     82.49
