procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 95933540  22904 788088    0    0    69  2543 73352   15  0  1 99  0  0  0
 0  0      0 95932320  22904 788096    0    0     0     0  695  334  0  0 100  0  0  0
 0  0      0 95932108  22904 788104    0    0     0     0  767  470  0  0 100  0  0  0
 0  0      0 95931112  22904 788108    0    0     0     0  671  300  0  0 100  0  0  0
 0  0      0 95931112  22904 788108    0    0     0     0  116  124  0  0 100  0  0  0
 0  0      0 95931112  22908 788104    0    0     0     9   96  116  0  0 100  0  0  0
 0  0      0 95931112  22908 788108    0    0     0     0  440  338  0  0 100  0  0  0
12  0      0 95882164  22948 788468    0    0     0   586 1217625 1192603  3 15 83  0  0  0
 7  0      0 95880384  22948 788468    0    0     0     0 1598792 1579905  3 17 80  0  0  0
13  0      0 95877440  22948 788468    0    0     0     0 1613778 1596978  3 16 81  0  0  0
14  0      0 95881544  22948 788472    0    0     0     0 1613458 1593832  3 18 79  0  0  0
 3  0      0 95877780  22948 788472    0    0     0     0 1619932 1603295  3 18 79  0  0  0
18  0      0 95873812  22956 788472    0    0     0    46 1626592 1609277  3 18 79  0  0  0
 9  0      0 95870240  22956 788476    0    0     0     0 1601975 1584360  3 17 79  0  0  0
10  0      0 95869416  22956 788476    0    0     0     0 1593410 1571149  4 19 78  0  0  0
 8  0      0 95877496  22956 788476    0    0     0     0 1595618 1574256  3 19 78  0  0  0
10  0      0 95877244  22956 788480    0    0     0     0 1601799 1580267  3 17 80  0  0  0
11  0      0 95879672  22960 788480    0    0     0    30 1597687 1575025  3 18 79  0  0  0
 5  0      0 95874696  22960 788480    0    0     0     0 1579740 1557202  3 17 80  0  0  0
10  0      0 95872620  22960 788480    0    0     0     0 1601635 1582963  3 17 80  0  0  0
 3  0      0 95880168  22960 788480    0    0     0     0 1578934 1555667  4 19 77  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
15  0      0 95885968  22960 788480    0    0     0     0 1599604 1576880  3 19 77  0  0  0
 7  0      0 95884948  22964 788484    0    0     0     6 1576675 1553732  3 17 79  0  0  0
10  0      0 95882936  22964 788484    0    0     0     0 1600065 1585905  4 17 79  0  0  0
17  0      0 95883068  22964 788484    0    0     0     0 1610316 1587462  3 18 79  0  0  0
 7  0      0 95877740  22964 788488    0    0     0     0 1620446 1601656  3 16 80  0  0  0
