Linux 6.6.121-0-virt (ip-172-31-2-125) 	03/24/26 	_aarch64_	(48 CPU)

11:07:47      runq-sz  plist-sz   ldavg-1   ldavg-5  ldavg-15   blocked
11:07:48            0       571      1.80      0.78      0.28         0
11:07:49            0       570      1.80      0.78      0.28         0
11:07:50            0       570      1.66      0.77      0.28         0
11:07:51            0       570      1.66      0.77      0.28         0
11:07:52           21       643      1.66      0.77      0.28         0
11:07:53            0       643      1.66      0.77      0.28         0
11:07:54            3       643      1.66      0.77      0.28         0
11:07:55           12       643      2.33      0.92      0.33         0
11:07:56            2       643      2.33      0.92      0.33         0
11:07:57            6       643      2.33      0.92      0.33         0
11:07:58           12       643      2.33      0.92      0.33         0
11:07:59            4       643      2.33      0.92      0.33         0
11:08:00            3       643      3.10      1.10      0.39         0
11:08:01           13       643      3.10      1.10      0.39         0
11:08:02           15       643      3.10      1.10      0.39         0
11:08:03            6       643      3.10      1.10      0.39         0
11:08:04            5       643      3.10      1.10      0.39         0
11:08:05           24       643      3.81      1.29      0.46         0
11:08:06           12       643      3.81      1.29      0.46         0
11:08:07            9       643      3.81      1.29      0.46         0
11:08:08           11       643      3.81      1.29      0.46         0
11:08:09           11       643      3.81      1.29      0.46         0
11:08:10            4       643      4.07      1.38      0.49         0
11:08:11           16       642      4.07      1.38      0.49         0
11:08:12            1       642      4.07      1.38      0.49         0
11:08:13            0       640      4.07      1.38      0.49         0
Average:            7       632      2.86      1.06      0.38         0
