Linux 6.6.121-0-virt (ip-172-31-2-125) 	03/24/26 	_aarch64_	(48 CPU)

11:10:56      runq-sz  plist-sz   ldavg-1   ldavg-5  ldavg-15   blocked
11:10:57            0       568      3.73      2.43      1.03         0
11:10:58            0       565      3.73      2.43      1.03         0
11:10:59            0       565      3.73      2.43      1.03         0
11:11:00            0       565      3.43      2.39      1.02         0
11:11:01           15       632      3.43      2.39      1.02         0
11:11:02           21       637      3.43      2.39      1.02         0
11:11:03           18       637      3.43      2.39      1.02         0
11:11:04           17       637      3.43      2.39      1.02         0
11:11:05           13       637      4.68      2.67      1.12         0
11:11:06           13       637      4.68      2.67      1.12         0
11:11:07           18       637      4.68      2.67      1.12         0
11:11:08           11       636      4.68      2.67      1.12         0
11:11:09           20       636      4.68      2.67      1.12         0
11:11:10           18       636      5.34      2.84      1.18         0
11:11:11            8       636      5.34      2.84      1.18         0
11:11:12           11       636      5.34      2.84      1.18         0
11:11:13           21       635      5.34      2.84      1.18         0
11:11:14           11       635      5.34      2.84      1.18         0
11:11:15           16       635      5.88      2.99      1.24         0
11:11:16           14       635      5.88      2.99      1.24         0
11:11:17           16       635      5.88      2.99      1.24         0
11:11:18           14       635      5.88      2.99      1.24         0
11:11:19           15       635      5.88      2.99      1.24         0
11:11:20           22       634      6.21      3.11      1.29         0
11:11:21           17       634      6.21      3.11      1.29         0
11:11:22           10       632      6.21      3.11      1.29         0
Average:           13       625      4.86      2.73      1.14         0
