procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 95906760  23120 788764    0    0    58  2140 151363   31  0  2 98  0  0  0
 0  0      0 95906256  23120 788776    0    0     0     0  715  437  0  0 100  0  0  0
 0  0      0 95906508  23120 788780    0    0     0     0  574  394  0  0 100  0  0  0
 0  0      0 95905512  23120 788788    0    0     0     0  613  329  0  0 100  0  0  0
 0  0      0 95905512  23120 788788    0    0     0     0  144  141  0  0 100  0  0  0
 0  0      0 95905512  23120 788788    0    0     0     0  197  210  0  0 100  0  0  0
 0  0      0 95905512  23120 788788    0    0     0    58  282  186  0  0 100  0  0  0
16  0      0 95879176  23148 788980    0    0     0   566 983833 966504  2 16 81  0  0  0
18  0      0 95877284  23148 789064    0    0     0     0 1663767 1675926  4 27 68  0  0  0
11  0      0 95874472  23148 789064    0    0     0     0 1648448 1662251  4 28 68  0  0  0
15  0      0 95874584  23148 789068    0    0     0     0 1668251 1684611  3 29 68  0  0  0
15  0      0 95873040  23148 789068    0    0     0     0 1608424 1613455  5 28 67  0  0  0
16  0      0 95871892  23152 789064    0    0     0    14 1636277 1647211  4 29 67  0  0  0
12  0      0 95871680  23152 789068    0    0     0     0 1615117 1625104  4 28 68  0  0  0
15  0      0 95871996  23152 789072    0    0     0     0 1638266 1654276  3 28 69  0  0  0
12  0      0 95872092  23152 789072    0    0     0     0 1657649 1675799  4 27 69  0  0  0
20  0      0 95871688  23152 789076    0    0     0     0 1615924 1627283  4 28 67  0  0  0
 8  0      0 95870488  23152 789076    0    0     0     4 1583097 1587224  5 30 65  0  0  0
22  0      0 95869356  23152 789076    0    0     0     0 1663657 1677377  4 28 68  0  0  0
15  0      0 95870288  23152 789076    0    0     0     0 1605427 1615026  4 30 66  0  0  0
26  0      0 95870988  23152 789076    0    0     0     0 1598217 1607431  4 29 66  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
18  0      0 95870684  23152 789076    0    0     0     0 1619443 1630644  4 30 66  0  0  0
14  0      0 95871416  23156 789076    0    0     0     4 1593830 1600327  4 30 66  0  0  0
11  0      0 95870020  23156 789080    0    0     0     0 1649033 1661932  4 28 67  0  0  0
 9  0      0 95868876  23156 789080    0    0     0     0 1639693 1667994  4 29 68  0  0  0
17  0      0 95868308  23156 789084    0    0     0     0 1603446 1639177  4 28 68  0  0  0
