Linux 6.6.121-0-virt (ip-172-31-0-170) 	03/24/26 	_aarch64_	(48 CPU)

11:09:49      runq-sz  plist-sz   ldavg-1   ldavg-5  ldavg-15   blocked
11:09:50            0       651      2.55      1.51      0.62         0
11:09:51            0       653      2.55      1.51      0.62         0
11:09:52            0       651      2.55      1.51      0.62         0
11:09:53            0       651      2.55      1.51      0.62         0
11:09:54            0       651      2.35      1.48      0.61         0
11:09:55            0       651      2.35      1.48      0.61         0
11:09:56            0       651      2.35      1.48      0.61         0
11:09:57            0       653      2.35      1.48      0.61         0
11:09:58           23       654      2.35      1.48      0.61         0
11:09:59           34       654      5.12      2.07      0.81         0
11:10:00           27       654      5.12      2.07      0.81         0
11:10:01           28       654      5.12      2.07      0.81         0
11:10:02           29       654      5.12      2.07      0.81         0
11:10:03           19       654      5.12      2.07      0.81         0
11:10:04           26       654      5.99      2.30      0.89         0
11:10:05           28       654      5.99      2.30      0.89         0
11:10:06           30       654      5.99      2.30      0.89         0
11:10:07           35       654      5.99      2.30      0.89         0
11:10:08           34       654      5.99      2.30      0.89         0
11:10:09           26       654      8.24      2.83      1.07         0
11:10:10           33       654      8.24      2.83      1.07         0
11:10:11           23       654      8.24      2.83      1.07         0
11:10:12           33       654      8.24      2.83      1.07         0
11:10:13           29       653      8.24      2.83      1.07         0
11:10:14           25       654     10.46      3.38      1.26         0
11:10:15           41       652     10.46      3.38      1.26         0
Average:           20       653      5.37      2.16      0.84         0
