procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 95745352  22844 819252    0    0    64  2292 85980    4  1  1 98  0  0  0
 0  0      0 95744104  22844 819260    0    0     0    22  779  472  0  0 100  0  0  0
 0  0      0 95743868  22844 819268    0    0     0     0  576  352  0  0 100  0  0  0
 0  0      0 95744216  22844 819276    0    0     0     0  817  455  0  0 100  0  0  0
 0  0      0 95743492  22844 819344    0    0     0     0  396  335  0  0 100  0  0  0
 0  0      0 95743492  22844 819360    0    0     0     0  135  133  0  0 100  0  0  0
 0  0      0 95743492  22844 819380    0    0     0    10  136  132  0  0 100  0  0  0
 0  0      0 95743492  22844 819400    0    0     0     0  204  219  0  0 100  0  0  0
 0  0      0 95743492  22844 819416    0    0     0     0  153  200  0  0 100  0  0  0
 0  0      0 95743268  22844 819436    0    0     0     0  231  177  0  0 100  0  0  0
 0  0      0 95739020  22844 819500    0    0     0     0 1092  270  0  0 100  0  0  0
31  0      0 95737464  22844 819580    0    0     0     0 900963 176620 29 17 54  0  0  0
30  0      0 95742256  22852 819600    0    0     0    11 1184596 230315 40 24 37  0  0  0
37  0      0 95735500  22852 819624    0    0     0     0 1194340 232255 40 23 38  0  0  0
30  0      0 95742232  22852 819644    0    0     0     0 1198116 232379 38 24 38  0  0  0
25  0      0 95736136  22852 819660    0    0     0     0 1183447 229816 39 24 38  0  0  0
30  0      0 95728644  22852 819684    0    0     0     0 1181471 230136 39 24 38  0  0  0
26  0      0 95731296  22852 819704    0    0     0     5 1181476 231299 39 23 37  0  0  0
36  0      0 95726556  22852 819720    0    0     0     0 1196252 233054 40 23 37  0  0  0
21  0      0 95727972  22852 819740    0    0     0     0 1202607 233724 39 23 37  0  0  0
24  0      0 95725896  22852 819764    0    0     0     0 1197949 232608 38 24 38  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
21  0      0 95724320  22852 819784    0    0     0     0 1213165 236152 39 24 37  0  0  0
30  0      0 95723368  22856 819800    0    0     0     5 1203311 234277 38 24 38  0  0  0
18  0      0 95727228  22856 819828    0    0     0     0 1192816 231794 38 25 38  0  0  0
27  0      0 95725500  22856 819852    0    0     0     0 1199976 231749 39 23 38  0  0  0
30  0      0 95721416  22856 819868    0    0     0     0 1211294 235199 38 24 38  0  0  0
