procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 95920784  23952 791072    0    0    30  1123 338579   70  1  4 95  0  0  0
 0  0      0 95919524  23952 791080    0    0     0     0  752  422  0  0 100  0  0  0
 1  0      0 95919524  23952 791084    0    0     0     0  593  373  0  0 100  0  0  0
 0  0      0 95919300  23952 791092    0    0     0     0  544  297  0  0 100  0  0  0
 0  0      0 95919300  23952 791092    0    0     0     0  117  133  0  0 100  0  0  0
 0  0      0 95919300  23952 791092    0    0     0     0  207  232  0  0 100  0  0  0
 0  0      0 95897052  23976 791088    0    0     0   555 2287 3592  0  0 100  0  0  0
14  0      0 95880148  23980 791264    0    0     0    46 1533732 1502099  3 26 71  0  0  0
20  0      0 95879300  23980 791264    0    0     0     0 1646847 1627601  4 29 66  0  0  0
19  0      0 95877860  23980 791268    0    0     0     0 1631981 1605759  4 29 67  0  0  0
19  0      0 95877212  23980 791268    0    0     0     0 1685398 1656908  4 28 67  0  0  0
22  0      0 95876652  23980 791268    0    0     0     0 1612348 1578702  5 28 67  0  0  0
 9  0      0 95876896  23980 791268    0    0     0    15 1692022 1665978  4 29 67  0  0  0
17  0      0 95876184  23980 791268    0    0     0     0 1633391 1604814  4 29 67  0  0  0
12  0      0 95874416  23980 791272    0    0     0     0 1674851 1650425  4 29 67  0  0  0
16  0      0 95873228  23980 791272    0    0     0     0 1628560 1595834  4 31 65  0  0  0
12  0      0 95872132  23980 791276    0    0     0     0 1588979 1555324  4 31 65  0  0  0
22  0      0 95872672  23984 791276    0    0     0     5 1619861 1594855  4 30 66  0  0  0
22  0      0 95872444  23984 791276    0    0     0     0 1584449 1547049  5 30 65  0  0  0
 7  0      0 95870996  23984 791276    0    0     0     0 1617529 1589021  4 30 67  0  0  0
 7  0      0 95871200  23984 791276    0    0     0     0 1656940 1636149  4 28 68  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
21  0      0 95870860  23984 791276    0    0     0     0 1644238 1615869  4 29 67  0  0  0
15  0      0 95870020  23984 791276    0    0     0     5 1564216 1528727  4 32 64  0  0  0
21  0      0 95867644  23984 791280    0    0     0     0 1623261 1599002  4 29 67  0  0  0
20  0      0 95867816  23984 791280    0    0     0     0 1597753 1573631  4 31 65  0  0  0
18  0      0 95867188  23984 791284    0    0     0     0 1635351 1612412  4 30 66  0  0  0
