Linux 6.6.121-0-virt (ip-172-31-2-125) 	03/24/26 	_aarch64_	(48 CPU)

11:28:05        CPU     %user     %nice   %system   %iowait    %steal     %idle
11:28:06        all      0.04      0.00      0.06      0.00      0.00     99.90
11:28:07        all      0.04      0.00      0.00      0.00      0.00     99.96
11:28:08        all      0.00      0.00      0.00      0.00      0.00    100.00
11:28:09        all      0.00      0.00      0.00      0.00      0.00    100.00
11:28:10        all      0.02      0.00      0.00      0.00      0.00     99.98
11:28:11        all      2.26      0.00     10.99      0.11      0.00     86.64
11:28:12        all      3.68      0.00     18.87      0.00      0.00     77.45
11:28:13        all      2.44      0.00     17.57      0.00      0.00     79.98
11:28:14        all      3.23      0.00     18.89      0.00      0.00     77.88
11:28:15        all      3.44      0.00     17.67      0.00      0.00     78.89
11:28:16        all      3.46      0.00     18.02      0.00      0.00     78.52
11:28:17        all      3.14      0.00     16.08      0.00      0.00     80.78
11:28:18        all      3.46      0.00     17.35      0.00      0.00     79.19
11:28:19        all      3.37      0.00     17.80      0.00      0.00     78.83
11:28:20        all      3.55      0.00     17.58      0.00      0.00     78.87
11:28:21        all      3.05      0.00     18.12      0.00      0.00     78.82
11:28:22        all      3.57      0.00     17.55      0.00      0.00     78.89
11:28:23        all      4.11      0.00     17.79      0.00      0.00     78.10
11:28:24        all      3.85      0.00     17.67      0.00      0.00     78.48
11:28:25        all      2.94      0.00     16.41      0.00      0.00     80.64
11:28:26        all      4.10      0.00     16.50      0.00      0.00     79.41
11:28:27        all      3.04      0.00     16.43      0.00      0.00     80.53
11:28:28        all      3.20      0.00     17.79      0.00      0.00     79.01
11:28:29        all      3.35      0.00     18.24      0.00      0.00     78.41
11:28:30        all      3.92      0.00     18.72      0.00      0.00     77.36
11:28:31        all      3.57      0.00     19.06      0.00      0.00     77.37
Average:        all      2.69      0.00     13.88      0.00      0.00     83.43
