procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 95919216  23888 790888    0    0    32  1222 317503   66  1  4 95  0  0  0
 0  0      0 95918236  23888 790896    0    0     0     0  670  315  0  0 100  0  0  0
 0  0      0 95917984  23888 790900    0    0     0     0  695  406  0  0 100  0  0  0
 0  0      0 95917732  23888 790912    0    0     0     0  634  398  0  0 100  0  0  0
 0  0      0 95917732  23888 790912    0    0     0     0  118  132  0  0 100  0  0  0
 0  0      0 95917732  23888 790912    0    0     0     9  131  158  0  0 100  0  0  0
 0  0      0 95894024  23904 790896    0    0     0   554 2261 3582  0  0 100  0  0  0
16  0      0 95874808  23904 791124    0    0     0    45 1463743 1463780  4 16 81  0  0  0
12  0      0 95872096  23904 791124    0    0     0     0 1649664 1663464  3 16 81  0  0  0
 5  0      0 95865868  23904 791128    0    0     0     0 1656444 1673136  3 16 81  0  0  0
12  0      0 95865416  23904 791128    0    0     0     0 1651723 1665236  3 17 80  0  0  0
20  0      0 95862948  23904 791128    0    0     0     4 1656726 1668962  3 16 81  0  0  0
 0  0      0 95863924  23904 791128    0    0     0    16 1662836 1671614  3 17 79  0  0  0
21  0      0 95859440  23904 791132    0    0     0     0 1657253 1671897  4 18 79  0  0  0
12  0      0 95859684  23904 791132    0    0     0     0 1661694 1681079  3 16 81  0  0  0
 4  0      0 95856944  23904 791136    0    0     0     0 1652138 1660351  3 16 81  0  0  0
16  0      0 95857908  23904 791136    0    0     0     0 1665922 1676313  3 17 80  0  0  0
 2  0      0 95854744  23904 791136    0    0     0     5 1678323 1688867  3 17 80  0  0  0
10  0      0 95858272  23904 791136    0    0     0     0 1654045 1672647  4 17 79  0  0  0
 5  0      0 95855280  23904 791136    0    0     0     0 1603401 1623244  4 19 77  0  0  0
14  0      0 95855932  23904 791136    0    0     0     0 1615896 1639708  3 18 79  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 5  0      0 95854308  23904 791136    0    0     0     0 1663455 1675137  4 18 78  0  0  0
 4  0      0 95854332  23904 791136    0    0     0     5 1658646 1666914  3 16 81  0  0  0
 7  0      0 95852652  23904 791140    0    0     0     0 1651566 1667575  3 17 80  0  0  0
 7  0      0 95853464  23904 791140    0    0     0     0 1630584 1644700  4 17 79  0  0  0
 5  0      0 95851808  23904 791144    0    0     0     0 1595714 1602844  3 18 79  0  0  0
