Linux 6.6.121-0-virt (ip-172-31-0-170) 	03/24/26 	_aarch64_	(48 CPU)

11:29:04        CPU     %user     %nice   %system   %iowait    %steal     %idle
11:29:05        all      0.08      0.00      0.00      0.00      0.00     99.92
11:29:06        all      0.08      0.00      0.00      0.00      0.00     99.92
11:29:07        all      0.02      0.00      0.00      0.00      0.00     99.98
11:29:08        all      0.00      0.00      0.00      0.00      0.00    100.00
11:29:09        all      0.00      0.00      0.00      0.00      0.00    100.00
11:29:10        all      0.00      0.00      0.00      0.00      0.00    100.00
11:29:11        all      0.00      0.00      0.00      0.00      0.00    100.00
11:29:12        all      0.00      0.00      0.00      0.00      0.00    100.00
11:29:13        all      0.04      0.00      0.06      0.00      0.00     99.90
11:29:14        all     20.67      0.00     11.36      0.00      0.00     67.97
11:29:15        all     39.76      0.00     23.82      0.00      0.00     36.42
11:29:16        all     40.90      0.00     22.40      0.00      0.00     36.70
11:29:17        all     39.09      0.00     24.76      0.00      0.00     36.15
11:29:18        all     38.78      0.00     24.45      0.00      0.00     36.77
11:29:19        all     39.08      0.00     24.04      0.00      0.00     36.88
11:29:20        all     38.94      0.00     23.63      0.00      0.00     37.43
11:29:21        all     39.84      0.00     21.58      0.00      0.00     38.58
11:29:22        all     39.40      0.00     23.70      0.00      0.00     36.90
11:29:23        all     38.59      0.00     24.14      0.00      0.00     37.27
11:29:24        all     39.02      0.00     24.47      0.00      0.00     36.51
11:29:25        all     38.55      0.00     24.63      0.00      0.00     36.82
11:29:26        all     37.99      0.00     24.78      0.00      0.00     37.24
11:29:27        all     39.43      0.00     23.34      0.00      0.00     37.24
11:29:28        all     40.44      0.00     22.74      0.00      0.00     36.82
11:29:29        all     39.32      0.00     23.78      0.00      0.00     36.90
11:29:30        all     39.76      0.00     23.55      0.00      0.00     36.69
Average:        all     24.71      0.00     14.88      0.00      0.00     60.40
