Linux 6.6.121-0-virt (ip-172-31-2-125) 	03/24/26 	_aarch64_	(48 CPU)

11:24:59      runq-sz  plist-sz   ldavg-1   ldavg-5  ldavg-15   blocked
11:25:00            0       578      3.64      3.32      2.41         0
11:25:01            0       577      3.64      3.32      2.41         0
11:25:02            0       577      3.34      3.26      2.40         0
11:25:03            0       576      3.34      3.26      2.40         0
11:25:04           12       651      3.34      3.26      2.40         0
11:25:05            1       651      3.34      3.26      2.40         0
11:25:06            6       651      3.34      3.26      2.40         0
11:25:07           11       651      3.32      3.26      2.40         0
11:25:08            1       651      3.32      3.26      2.40         0
11:25:09           15       651      3.32      3.26      2.40         0
11:25:10           13       651      3.32      3.26      2.40         0
11:25:11           19       651      3.32      3.26      2.40         0
11:25:12            0       651      3.69      3.34      2.43         0
11:25:13           15       651      3.69      3.34      2.43         0
11:25:14           23       651      3.69      3.34      2.43         0
11:25:15           15       651      3.69      3.34      2.43         0
11:25:16           11       651      3.69      3.34      2.43         0
11:25:17            0       651      3.80      3.37      2.45         0
11:25:18           15       651      3.80      3.37      2.45         0
11:25:19            3       651      3.80      3.37      2.45         0
11:25:20            7       651      3.80      3.37      2.45         0
11:25:21            5       651      3.80      3.37      2.45         0
11:25:22           20       651      4.77      3.58      2.52         0
11:25:23           12       650      4.77      3.58      2.52         0
11:25:24            2       650      4.77      3.58      2.52         0
11:25:25            2       648      4.77      3.58      2.52         0
Average:            8       639      3.73      3.35      2.43         0
