Linux 6.6.121-0-virt (ip-172-31-0-170) 	03/24/26 	_aarch64_	(48 CPU)

11:24:55      runq-sz  plist-sz   ldavg-1   ldavg-5  ldavg-15   blocked
11:24:56            0       651      6.65      6.44      4.47         0
11:24:57            0       652      6.65      6.44      4.47         0
11:24:58            0       649      6.65      6.44      4.47         0
11:24:59            0       649      6.65      6.44      4.47         0
11:25:00            0       649      6.65      6.44      4.47         0
11:25:01            0       649      6.11      6.33      4.45         0
11:25:02            0       649      6.11      6.33      4.45         0
11:25:03            0       654      6.11      6.33      4.45         0
11:25:04           14       652      6.11      6.33      4.45         0
11:25:05            1       652      6.11      6.33      4.45         0
11:25:06            5       652      5.70      6.24      4.43         0
11:25:07           11       652      5.70      6.24      4.43         0
11:25:08            1       652      5.70      6.24      4.43         0
11:25:09            6       652      5.70      6.24      4.43         0
11:25:10            5       652      5.70      6.24      4.43         0
11:25:11            2       652      6.53      6.40      4.49         0
11:25:12            9       652      6.53      6.40      4.49         0
11:25:13            3       652      6.53      6.40      4.49         0
11:25:14            6       652      6.53      6.40      4.49         0
11:25:15            7       652      6.53      6.40      4.49         0
11:25:16           16       652      6.65      6.43      4.51         0
11:25:17           16       652      6.65      6.43      4.51         0
11:25:18            5       652      6.65      6.43      4.51         0
11:25:19            7       651      6.65      6.43      4.51         0
11:25:20            2       652      6.65      6.43      4.51         0
11:25:21           13       650      7.56      6.62      4.58         0
Average:            5       651      6.38      6.38      4.47         0
