procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 95915264  23936 791048    0    0    31  1155 332076   69  1  4 95  0  0  0
 0  0      0 95914760  23936 791056    0    0     0     0  674  351  0  0 100  0  0  0
 1  0      0 95914760  23936 791064    0    0     0     0  632  392  0  0 100  0  0  0
 0  0      0 95914508  23936 791068    0    0     0     0  564  371  0  0 100  0  0  0
 0  0      0 95914508  23936 791068    0    0     0     0  116  133  0  0 100  0  0  0
 0  0      0 95914508  23936 791068    0    0     0     9   97  121  0  0 100  0  0  0
 0  0      0 95886612  23940 791068    0    0     0   554 2242 3391  0  0 100  0  0  0
 7  0      0 95877992  23940 791216    0    0     0    48 1528498 1507002  4 18 79  0  0  0
15  0      0 95872264  23940 791216    0    0     0     0 1619286 1603891  3 18 78  0  0  0
 5  0      0 95873412  23940 791220    0    0     0     0 1634792 1619884  3 17 80  0  0  0
13  0      0 95874540  23940 791220    0    0     0     0 1600254 1583746  3 19 78  0  0  0
 7  0      0 95878936  23940 791220    0    0     0     0 1603671 1584469  3 17 79  0  0  0
15  0      0 95877468  23940 791220    0    0     0    15 1615594 1599286  3 18 79  0  0  0
 1  0      0 95874348  23940 791224    0    0     0     0 1611635 1592440  4 17 79  0  0  0
21  0      0 95869000  23940 791224    0    0     0     0 1611942 1593075  3 17 80  0  0  0
 0  0      0 95867716  23940 791232    0    0     0     0 1606318 1590680  3 18 79  0  0  0
 8  0      0 95875332  23940 791232    0    0     0     0 1602811 1583597  3 18 78  0  0  0
19  0      0 95871416  23940 791232    0    0     0     5 1603870 1580406  3 17 80  0  0  0
 0  0      0 95876020  23940 791232    0    0     0     0 1628393 1612116  4 18 78  0  0  0
 5  0      0 95871472  23940 791232    0    0     0     0 1602310 1578819  4 18 78  0  0  0
12  0      0 95868020  23940 791232    0    0     0     0 1607920 1588646  4 18 79  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 9  0      0 95873088  23940 791232    0    0     0     5 1626102 1606937  3 16 81  0  0  0
13  0      0 95871320  23940 791236    0    0     0     5 1647817 1634231  4 16 80  0  0  0
 9  0      0 95869960  23940 791236    0    0     0     0 1626400 1605915  3 18 79  0  0  0
14  0      0 95877220  23940 791240    0    0     0     0 1618088 1598732  3 17 80  0  0  0
16  0      0 95874208  23940 791240    0    0     0     0 1627391 1601667  4 19 77  0  0  0
