procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 95918896  23912 790972    0    0    32  1188 325148   67  1  4 95  0  0  0
 0  0      0 95918420  23912 790980    0    0     0     0  780  418  0  0 100  0  0  0
 0  0      0 95917916  23912 790988    0    0     0     0  587  386  0  0 100  0  0  0
 0  0      0 95917916  23912 790992    0    0     0     0  531  318  0  0 100  0  0  0
 0  0      0 95917916  23912 790992    0    0     0     0  114  130  0  0 100  0  0  0
 0  0      0 95917916  23912 790992    0    0     0     0  195  212  0  0 100  0  0  0
 0  1      0 95901816  23928 790992    0    0     0   312  923 1175  0  0 100  0  0  0
 9  0      0 95870184  23928 791192    0    0     0   294 1353634 1347856  3 13 84  0  0  0
 8  0      0 95866060  23928 791192    0    0     0     0 1638891 1650499  3 16 81  0  0  0
13  0      0 95859644  23928 791192    0    0     0     0 1644340 1656013  3 16 81  0  0  0
12  0      0 95860228  23928 791196    0    0     0     0 1623919 1633620  3 15 82  0  0  0
 2  0      0 95862152  23928 791196    0    0     0     0 1629452 1639269  4 18 78  0  0  0
13  0      0 95864564  23928 791196    0    0     0    16 1612654 1616553  3 18 78  0  0  0
 1  0      0 95865384  23928 791200    0    0     0     0 1625992 1634398  4 18 78  0  0  0
 8  0      0 95860236  23928 791200    0    0     0     0 1612596 1615736  4 18 79  0  0  0
12  0      0 95863536  23928 791200    0    0     0     0 1622027 1624470  3 18 78  0  0  0
 9  0      0 95863460  23928 791204    0    0     0     0 1635113 1642297  4 17 79  0  0  0
17  0      0 95858152  23928 791204    0    0     0     6 1627801 1634702  4 18 78  0  0  0
12  0      0 95863916  23928 791204    0    0     0     0 1606389 1610393  3 17 80  0  0  0
 7  0      0 95860632  23928 791204    0    0     0     0 1606090 1607474  3 18 78  0  0  0
15  0      0 95864752  23928 791204    0    0     0     0 1594759 1595493  4 19 77  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 7  0      0 95863268  23928 791204    0    0     0     0 1605611 1605058  4 19 77  0  0  0
 1  0      0 95859040  23928 791208    0    0     0     5 1613732 1610363  4 17 79  0  0  0
10  0      0 95861924  23928 791208    0    0     0     0 1626779 1631495  4 18 78  0  0  0
 8  0      0 95858684  23928 791208    0    0     0     0 1610644 1610992  4 19 77  0  0  0
10  0      0 95862428  23928 791212    0    0     0     0 1610411 1609585  4 19 77  0  0  0
