Linux 6.6.121-0-virt (ip-172-31-2-125) 	03/24/26 	_aarch64_	(48 CPU)

11:28:06      runq-sz  plist-sz   ldavg-1   ldavg-5  ldavg-15   blocked
11:28:07            0       578      2.32      3.18      2.54         0
11:28:08            0       577      2.32      3.18      2.54         0
11:28:09            0       577      2.32      3.18      2.54         0
11:28:10            0       577      2.32      3.18      2.54         0
11:28:11            2       650      2.32      3.18      2.54         0
11:28:12            4       650      3.02      3.31      2.59         0
11:28:13            0       649      3.02      3.31      2.59         0
11:28:14            2       649      3.02      3.31      2.59         0
11:28:15            6       649      3.02      3.31      2.59         0
11:28:16            5       649      3.02      3.31      2.59         0
11:28:17           11       649      3.18      3.33      2.60         0
11:28:18            9       649      3.18      3.33      2.60         0
11:28:19            5       649      3.18      3.33      2.60         0
11:28:20            4       649      3.18      3.33      2.60         0
11:28:21            9       649      3.18      3.33      2.60         0
11:28:22            2       649      3.48      3.40      2.63         0
11:28:23           10       648      3.48      3.40      2.63         0
11:28:24           16       648      3.48      3.40      2.63         0
11:28:25           13       648      3.48      3.40      2.63         0
11:28:26            9       648      3.48      3.40      2.63         0
11:28:27           10       648      4.16      3.54      2.68         0
11:28:28            5       648      4.16      3.54      2.68         0
11:28:29            3       648      4.16      3.54      2.68         0
11:28:30            9       647      4.16      3.54      2.68         0
11:28:31           13       647      4.16      3.54      2.68         0
11:28:32           15       645      4.47      3.61      2.71         0
Average:            6       637      3.28      3.36      2.61         0
