Linux 6.6.121-0-virt (ip-172-31-2-125) 	03/24/26 	_aarch64_	(48 CPU)

11:29:08      runq-sz  plist-sz   ldavg-1   ldavg-5  ldavg-15   blocked
11:29:09            0       576      2.49      3.21      2.60         0
11:29:10            0       575      2.49      3.21      2.60         0
11:29:11            0       575      2.49      3.21      2.60         0
11:29:12            0       577      2.29      3.16      2.59         0
11:29:13           16       647      2.29      3.16      2.59         0
11:29:14           15       645      2.29      3.16      2.59         0
11:29:15           17       645      2.29      3.16      2.59         0
11:29:16           10       645      2.29      3.16      2.59         0
11:29:17           12       645      2.67      3.22      2.61         0
11:29:18           15       645      2.67      3.22      2.61         0
11:29:19           18       645      2.67      3.22      2.61         0
11:29:20           10       645      2.67      3.22      2.61         0
11:29:21           18       645      2.67      3.22      2.61         0
11:29:22           21       645      3.66      3.42      2.68         0
11:29:23           15       645      3.66      3.42      2.68         0
11:29:24           20       645      3.66      3.42      2.68         0
11:29:25           15       645      3.66      3.42      2.68         0
11:29:26           17       645      3.66      3.42      2.68         0
11:29:27            8       645      4.57      3.61      2.75         0
11:29:28           11       645      4.57      3.61      2.75         0
11:29:29           15       645      4.57      3.61      2.75         0
11:29:30           17       645      4.57      3.61      2.75         0
11:29:31           12       645      4.57      3.61      2.75         0
11:29:32           14       644      5.80      3.88      2.84         0
11:29:33           23       644      5.80      3.88      2.84         0
11:29:34           16       642      5.80      3.88      2.84         0
Average:           13       634      3.49      3.40      2.67         0
