procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 95921716  23840 790772    0    0    34  1259 309179   64  1  4 96  0  0  0
 0  0      0 95921000  23840 790780    0    0     0     0  652  338  0  0 100  0  0  0
 0  0      0 95920244  23840 790792    0    0     0     0  702  487  0  0 100  0  0  0
 0  0      0 95919768  23840 790800    0    0     0     0  573  309  0  0 100  0  0  0
 0  0      0 95919768  23840 790800    0    0     0     0  131  138  0  0 100  0  0  0
 0  0      0 95919768  23840 790800    0    0     0    12  109  130  0  0 100  0  0  0
 1  0      0 95907260  23864 790804    0    0     0   569 1880 2309  0  0 100  0  0  0
 4  0      0 95865492  23864 791004    0    0     0    47 1515746 1490516  3 14 83  0  0  0
11  0      0 95862260  23864 791004    0    0     0     0 1674442 1667757  4 19 78  0  0  0
14  0      0 95858040  23864 791008    0    0     0     0 1716390 1711120  3 17 80  0  0  0
12  0      0 95855704  23864 791008    0    0     0     0 1689993 1675257  4 17 79  0  0  0
15  0      0 95854248  23864 791008    0    0     0     0 1632945 1616727  3 19 78  0  0  0
 9  0      0 95854004  23868 791008    0    0     0    16 1675202 1661117  3 17 79  0  0  0
15  0      0 95850164  23868 791012    0    0     0     0 1666419 1659310  4 19 77  0  0  0
12  0      0 95851024  23868 791012    0    0     0     0 1657399 1645883  4 20 76  0  0  0
 5  0      0 95851368  23868 791016    0    0     0     0 1700214 1692535  3 15 82  0  0  0
15  0      0 95850392  23868 791016    0    0     0     0 1663579 1650586  4 18 78  0  0  0
12  0      0 95850312  23868 791016    0    0     0     5 1662940 1653837  3 18 79  0  0  0
 9  0      0 95849020  23868 791016    0    0     0     0 1668926 1653022  4 18 79  0  0  0
19  0      0 95844104  23868 791016    0    0     0     0 1666693 1659611  3 17 80  0  0  0
 2  0      0 95845184  23868 791016    0    0     0     0 1680069 1665633  3 17 79  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 4  0      0 95842676  23868 791016    0    0     0     0 1640433 1622243  4 19 77  0  0  0
 1  0      0 95845584  23872 791012    0    0     0     5 1641095 1625430  4 19 78  0  0  0
10  0      0 95844944  23872 791020    0    0     0     0 1648528 1631298  4 18 78  0  0  0
 7  0      0 95844216  23872 791020    0    0     0     0 1672269 1661814  4 18 78  0  0  0
 6  0      0 95845808  23872 791020    0    0     0     0 1680945 1671746  3 18 79  0  0  0
