Linux 6.6.121-0-virt (ip-172-31-2-125) 	03/24/26 	_aarch64_	(48 CPU)

11:27:03      runq-sz  plist-sz   ldavg-1   ldavg-5  ldavg-15   blocked
11:27:04            0       579      2.92      3.31      2.53         0
11:27:05            0       578      2.92      3.31      2.53         0
11:27:06            0       578      2.68      3.26      2.52         0
11:27:07            0       578      2.68      3.26      2.52         0
11:27:08            3       654      2.68      3.26      2.52         0
11:27:09            0       654      2.68      3.26      2.52         0
11:27:10            9       654      2.68      3.26      2.52         0
11:27:11           19       654      2.95      3.30      2.54         0
11:27:12           11       654      2.95      3.30      2.54         0
11:27:13            6       654      2.95      3.30      2.54         0
11:27:14            3       654      2.95      3.30      2.54         0
11:27:15            8       654      2.95      3.30      2.54         0
11:27:16            3       654      3.35      3.38      2.57         0
11:27:17            2       654      3.35      3.38      2.57         0
11:27:18           12       654      3.35      3.38      2.57         0
11:27:19           13       654      3.35      3.38      2.57         0
11:27:20            5       654      3.35      3.38      2.57         0
11:27:21           16       654      4.29      3.57      2.63         0
11:27:22            4       654      4.29      3.57      2.63         0
11:27:23           11       654      4.29      3.57      2.63         0
11:27:24            7       654      4.29      3.57      2.63         0
11:27:25            0       654      4.29      3.57      2.63         0
11:27:26            8       654      4.42      3.61      2.65         0
11:27:27            1       653      4.42      3.61      2.65         0
11:27:28            2       653      4.42      3.61      2.65         0
11:27:29           13       651      4.42      3.61      2.65         0
Average:            6       642      3.46      3.41      2.58         0
